Medicines,Drugs
Mefadon ,Mefenamic Acid 
Mefalgic ,Mefenamic Acid 
Mefalgic Forte ,Mefenamic Acid 
Mefco Forte ,Mefenamic Acid 
Mefenamic Acid ,Mefenamic Acid 
Mefescot ,Mefenamic Acid 
Mefgesic ,Mefenamic Acid 
Mefheim ,Mefenamic Acid 
Meflin ,Mefenamic Acid 
Meflon ,Mefenamic Acid 
Mefna ,Mefenamic Acid 
Mefnagen ,Mefenamic Acid 
Mefnax ,Mefenamic Acid 
Mefo ,Mefenamic Acid 
Meftan ,Mefenamic Acid 
Mellin ,Mefenamic Acid 
Mofstan ,Mefenamic Acid 
Medimol ,Paracetamol 
Megapol ,Paracetamol 
Mylenol ,Paracetamol 
Matrix ,Cefaclor 
Matrix DS,Cefaclor 
Meclor ,Cefaclor 
Mefaclor ,Cefaclor 
Makdrox ,Cefadroxil 
Medbirox ,Cefadroxil 
Medicef ,Cefadroxil 
Meecef ,Cefadroxil 
Metacef ,Cefadroxil 
Marpime ,Cefepime 
Maxpin ,Cefepime 
Mcpime ,Cefepime 
Medipime ,Cefepime 
Megapime ,Cefepime 
Milkish ,Cefepime 
Macxime ,Cefixime 
Macxime DS,Cefixime 
Maxgard ,Cefixime 
Maxim ,Cefixime 
Maxophine Plus,Cefixime 
Med-Span ,Cefixime 
Medispan ,Cefixime 
Megaxim ,Cefixime 
Mimlux ,Cefixime 
Mycef ,Cefixime 
Maxonil ,Cefoperazone 
Megaroze ,Cefoperazone 
Mizio ,Cefoperazone 
Mutacef ,Cefoperazone 
Macfran ,Cefotaxime 
Mahir ,Cefotaxime 
Medifran ,Cefotaxime 
Medoxin ,Cefotaxime 
Moricef ,Cefpirome 
Medidoxim ,Cefpodoxime 
Megadoxime ,Cefpodoxime 
Megtazidim ,Ceftazidime 
Mortam ,Ceftazidime 
Macxone ,Ceftriaxone 
Millennium ,Ceftriaxone 
Marcef ,Cefuroxime 
Mediroxine ,Cefuroxime 
Moxime ,Cefuroxime 
Maclexin ,Cephalexin 
Malexin ,Cephalexin 
Medilex ,Cephalexin 
Medizol ,Cephazolin 
Megazolin ,Cephazolin 
Minalfene ,Aminoprofen 
Mediprufen ,Dexibuprofen 
Maxit ,Diclofenac potassium 
Mediflam ,Diclofenac potassium 
Mobil-K ,Diclofenac potassium 
Moven ,Diclofenac potassium 
Movom P ,Diclofenac potassium 
Mesotec ,Diclofenac Sodium and Misoprostol 
Misodoc ,Diclofenac Sodium and Misoprostol 
Matic ,Diclofenac Sodium 
Megafenac ,Diclofenac Sodium 
Magifen ,Flurbiprofen 
Medfen ,Ibuprofen 
Megafen ,Ibuprofen 
Mufen ,Ibuprofen 
Methacid ,Indomethacin 
Methacil ,Indomethacin 
Magix ,Meloxicam 
Maxicam ,Meloxicam 
Mellow ,Meloxicam 
Melrun ,Meloxicam 
Mepex ,Meloxicam 
MO TU ,Meloxicam 
Movicox ,Meloxicam 
Maprol ,Naproxen 
Maprolex ,Naproxen 
Mayoflex ,Naproxen 
Miramax ,Naproxen 
Muside ,Nimesulide 
M-Quin ,Piroxicam 
Macot ,Piroxicam 
Mrexin ,Piroxicam 
Muvon ,Piroxicam 
Mcdex ,Piroxicam-beta-cyclodextrin 
Mejic ,Piroxicam-beta-cyclodextrin 
Mod ,Piroxicam-beta-cyclodextrin 
Modivid Tab ,Piroxicam-beta-cyclodextrin 
Morkil ,Piroxicam-beta-cyclodextrin 
Mutex ,Piroxicam-beta-cyclodextrin 
Myrocam B,Piroxicam-beta-cyclodextrin 
Mencevax ACWY ,N.meningitis vaccine A 
Meningococcal A+C ,N.meningitis A 
Menveo ,N.meningitis vaccine A 
MOMFOLIC ,Folic Acid 
Maclusa ,Sofosbuvir 
Medicobal ,Mecobalamin
M - Folate OD  ,Quatrefolic 
Mommi ,Buprenorphine 
Maladol ,Tramadol 
Martan ,Mefenamic Acid 
Mefad ,Mefenamic Acid 
Mefaim ,Mefenamic Acid 
Mefenamic acid ,Mefenamic Acid 
Minacid ,Mefenamic Acid 
Ministal ,Mefenamic Acid 
Mac ,Montelukast 
Medikast ,Montelukast 
Mekast ,Montelukast 
MKS Pediatric ,Montelukast 
Molus ,Montelukast 
Monaka ,Montelukast 
Monaz ,Montelukast 
Monekast ,Montelukast 
Monest ,Montelukast 
Monik ,Montelukast 
Monokast ,Montelukast 
Monstk ,Montelukast 
Mont-heim ,Montelukast 
Montana ,Montelukast 
Montecare ,Montelukast 
Montef ,Montelukast 
Montekarl ,Montelukast 
Montekast ,Montelukast 
Montel ,Montelukast 
Montelair ,Montelukast 
Montelo ,Montelukast 
Montemax ,Montelukast 
Monteser ,Montelukast 
Montewns ,Montelukast 
Montezan ,Montelukast 
Monticare ,Montelukast 
Monticel ,Montelukast 
Montilak ,Montelukast 
Montinig ,Montelukast 
Montitex ,Montelukast 
Montone ,Montelukast 
Montrial ,Montelukast 
Monty ,Montelukast 
Moor ,Montelukast 
Muse-K ,Montelukast 
Mykast ,Montelukast 
Myrin Forte  tablet,Isoniazid
Methobel ,Methotrexate 
Merpen ,Meropenem 
Myozyme ,Alglucosidase Alfa 
Medicobal ,Mecobalamin 
M-M-R II  injection,"Measles, Mumps and Rubella vaccine"
Meprex  ,Esomeprazole 
Mitomycin ,Mitomycine 
Mofelet ,Mycophenolate Mofetil 
Mega Flood Relief Package  Pcs,Flood Relief 2022.
Medkit ,Levonorgestrel 
Medrosterona ,Medroxyprogesterone Acetate 
Magestron ,Medroxyprogesterone Acetate 
Metcon ,Glibenclamide 
Minidiab Af ,Glipizide 
Mephage ,Metformin 
Metadox ,Metformin 
Metform ,Metformin 
Metformed ,Metformin 
Metformin ,Metformin 
Mfor ,Metformin 
Metpi ,Pioglitazone 
MR-,Rosiglitazone 
Medyo ,Clonazepam 
Macrolex ,Clotrimazole 
Mak-Maz ,Clotrimazole 
Mizole ,Clotrimazole 
Mycofax ,Clotrimazole 
Mycovag ,Clotrimazole 
Myoprex ,Clotrimazole 
Miconaz ,Miconazole 
Medigesic-C ,Orphenadrine 
Makrelex ,Tizanidine 
Midin ,Tizanidine 
Molluscus ,Tizanidine 
Movcolm ,Tizanidine 
Mudine ,Tizanidine 
Mural ,Tizanidine 
Muslex ,Tizanidine 
Musnide ,Tizanidine 
Mylifam ,Tizanidine 
Myotiz ,Tizanidine 
Mesart-H ,Olmesartan Medoxomil 
Minipress ,Prazosin 
Minipress ,Prasozin 
M-Phenicol ,Chloramphenicol 
Moncol ,Chloramphenicol 
MD ,Diloxanide Furoate 
Medel ,Diloxanide Furoate 
Metric-DF ,Diloxanide Furoate 
Metrodan ,Diloxanide Furoate 
Metrox ,Diloxanide Furoate 
Meditrol ,Dexamethasone 
Metapred ,Prednisolone 
Methax ,Trimethoprim 
Marzine ,Cyclizine 
Medizine ,Cyclizine 
Medile ,Diloxanide Furoate 
Megazol ,Diloxanide Furoate 
Menizol ,Diloxanide Furoate 
Metovine ,Diloxanide Furoate 
Metrodil ,Diloxanide Furoate 
Micazol ,Diloxanide Furoate 
Mntazole ,Diloxanide Furoate 
Mythro ,Clarithromycin 
Mediclob ,Clobetasol 
Medidex ,Dexamethasone 
Metaarex ,Dexamethasone 
Methadex ,Dexamethasone 
Medidex-C ,Dexamethasone 
Methox Compd ,Dexamethasone 
Metadex ,Dexamethasone 
Methadex-N ,Dexamethasone 
Medioflox-D ,Dexamethasone 
Mebcidina ,Mebhydrolin 
Mebolin ,Mebhydrolin 
M-Brozine ,Promethazine HCL 
Metharex ,Promethazine HCL 
Miprozine ,Promethazine HCL 
Misomal ,Artesunate 
Mala-Nil ,Sulfadoxine 
Maladrin ,Sulfadoxine 
Malafar ,Sulfadoxine 
Malagon ,Sulfadoxine 
Malarest ,Sulfadoxine 
Malaridox ,Sulfadoxine 
Malavis ,Sulfadoxine 
Matacin ,Sulfadoxine 
Mas-Prin ,Aspirin 
Megaprin ,Aspirin 
Mini Prin ,Aspirin 
Mediphrine ,Phenylephrine 
Mirazin ,Cetirizine 
Mustex ,Cetirizine 
Marifen ,Flurbiprofen 
Maktofen ,Ketotifen 
Mebizin ,Mebendazole 
Mabnagen ,Mebendazole 
Mezonil ,Mebendazole 
Medioflox ,Ofloxacin 
Mazine ,Silver Sulphadiazine 
Mtopril ,Captopril 
Medipril ,Enalapril Maleate 
Mafic ,Mefenamic Acid 
Mefcid ,Mefenamic Acid 
Menamic Forte ,Mefenamic Acid 
Munapol ,Paracetamol 
Moklin ,Cefoperazone 
Miroxim ,Cefuroxime 
Medicoxib ,Celecoxib 
Makaid-K ,Diclofenac potassium 
Marinac P ,Diclofenac potassium 
Mouflam ,Diclofenac potassium 
Muskel ,Diclofenac potassium 
Macdicol ,Diclofenac Sodium 
Makaid ,Diclofenac Sodium 
Marinac S ,Diclofenac Sodium 
Matindol ,Indomethacin 
Mecam ,Meloxicam 
Mel-,Meloxicam 
Melocam ,Meloxicam 
Melolib ,Meloxicam 
Melom ,Meloxicam 
Meloran ,Meloxicam 
Meloxisel ,Meloxicam 
Meloxistar ,Meloxicam 
Meloxisure ,Meloxicam 
Melpar ,Meloxicam 
Melticam ,Meloxicam 
Metrocam ,Meloxicam 
Mexi ,Meloxicam 
Milim ,Meloxicam 
Miroxicam ,Meloxicam 
Mobix ,Meloxicam 
Mocam ,Meloxicam 
Movera ,Meloxicam 
Mowin ,Meloxicam 
Mozta ,Meloxicam 
Mubik ,Meloxicam 
MXM ,Meloxicam 
Myocam ,Meloxicam 
Menogesic ,Naproxen 
Maricox ,Nimesulide 
Melide ,Nimesulide 
Medrox ,Piroxicam 
Modivid ,Piroxicam 
Mevac AC ,N.meningitis A 
Mevac ACYW,N.meningitis vaccine A 
Migril  tablet,Caffeine
Miodarone ,Amiodarone 
Myungmoon Dobutamine ,Dobutamine 
Myungmoon Inopan ,Dopamine 
Monorid ,Isosorbide Dinitrate 
Mono-Card ,Isosorbide Mononitrate 
Monosor ,Isosorbide Mononitrate 
Monsor ,Isosorbide Mononitrate 
Monsorbid ,Isosorbide Mononitrate 
Monotab ,Isosorbide Mononitrate 
Mycoral ,Nicronadil 
Mefar ,Mefenamic Acid 
Mefnacin ,Mefenamic Acid 
Mucophylline ,Acefylline 
Mexair ,Terbutaline Inj/Oral 
Neomercazole ,Carbimazole 
Nuberol ,Orphenadrine 
Nuberol Forte,Orphenadrine 
Navidoxine ,Meclizine 
Neurobion  tablet,"Vitamin B1, B6, B12 combinations"
Novidat ,Ciprofloxacin 
Noclot ,Clopidogrel Bisulphate 
Neuromet ,Mecobalamin 
Nepanac ,Nepafenac
Natrilix ,Indapamide 
Novasalic Ointment ,Betamethasone
Novipraz ,Rabeprazole
NT-Tox ,"Nitazoxanide, Oral "
Nervon ,Mecobalamin 
Nezkil ,Linezolid 
Nimixa ,Rifaximin 
Nizoral Cream  cream,"Ketoconazole, topical"
Nogerd ,Itopride 
Nasacort AQ ,Triamcinolone 
Nassa ,Mirtazapine 
Nebcin ,Tobramycin 
Nebra ,Tobramycin 
NO-SPA(Drotaverine HCL),Drotaverine
Noclot-EA ,Aspirin 
Nebil ,Nebivolol HCl 
Nebix ,Nebivolol HCl 
Nidonil ,Gliclazide 
Novirep ,Repaglinide 
Novonorm ,Repaglinide 
Neogab ,Gabapentin 
Nervex ,Gabapentin 
Neurogabin-M ,Gabapentin 
Nurosa ,Lacosamide 
Nergab ,Pregabalin. 
Neutop ,Topiramate 
Normisar ,Telmisartan 
Normisar Plus ,Telmisartan 
Newday ,Valsartan 
Nebralot ,Loteprednol Etabonate 
Nicotrim Forte ,Trimethoprim 
Nicotrim ,Trimethoprim 
Neo-Klar ,Clarithromycin 
Novibaxin ,Clarithromycin 
Noviclar ,Clarithromycin 
Neo-Antial ,Desloratadine 
Nostin ,Ebastine 
Nafen ,Nepafenac 
Nepac ,Nepafenac 
Nepanac ,Nepafenac 
Nepatek ,Nepafenac 
Nevanac ,Nepafenac 
Neotret ,Acitretin 
Navis ,Esomeprazole 
Nexprazole ,Esomeprazole 
Nexum ,Esomeprazole 
Novoteph ,Esomeprazole 
Nexole ,Lansoprazole 
Neumo ,Levofloxacin 
Novatec ,Lisinopril dihydrate 
Norvasc ,Amlodipine 
Nocid ,Famotidine 
Natrilix SR ,Indapamide 
Nopain ,Paracetamol 
Neucef ,Cefadroxil 
Neucef DS,Cefadroxil 
Nospor ,Cefotaxime 
Nivador ,Ceftazidime 
Neon ,Ceftriaxone 
Norbac ,Ceftriaxone 
Novosef ,Ceftriaxone 
Nogerd SR ,Itopride 
Norplat ,Clopidogrel Bisulphate
Neulexin ,Cephalexin 
Nuzib ,Celecoxib 
Neurofenac ,Diclofenac Sodium 
Neobutinal ,Ibuprofen 
Naplex ,Naproxen 
Naprox ,Naproxen 
Naptrol ,Naproxen 
Neoprox ,Naproxen 
Narcogen ,Nimesulide 
Nimerol ,Nimesulide 
Nymsel ,Nimesulide 
Nise ,Nimesulide 
Nysa ,Piroxicam-beta-cyclodextrin 
NORMITAB ,Atenolol 
Nebivol ,Nebivolol HCl
NIB ,Nebivolol HCl
Normitab ,Atenolol 
Nodep ,Escitalopram
Nodep ,Escitalopram 
Nausidox ,Doxylamine 
Neo-Cotecxin ,Artemether 
Neoglip ,Metformin 
Neurobion  injection,"Vitamin B1, B6, B12 combinations"
Neoglip ,Sitagliptin 
NoviPram ,Citalopram 
Neo-Risp ,Risperidone
Nolvadex ,Tamoxifen 
Nixa ,Nalbuphine 
Nitroscot SR ,Glyceryl Trinitrate 
Nitroscot ,Glyceryl Trinitrate 
Nicoget ,Nicronadil 
Nicoril ,Nicronadil 
Neurobedoxine ,Paracetamol 
Nifty ,Fexofenadine 
Nifedil Cap SG ,Nifedipine 
Nifedil XL ,Nifedipine 
Nib ,Nebivolol HCl 
Neolexa ,Escitalopram 
Noctis ,Omeprazole
Norplate-S ,Aspirin 
Natrilam ,Indapamide 
Natrilam ,Amlodipine 
Nepopt (,Nepafenac 
Nobu ,Nebivolol HCl 
Nilstat ,Nystatin 
No-Spa Forte ,Drotaverine 
Nimixa  ,Rifaximin 
No-Spa                   ,Drotaverine 
Nervon Inj  injection iv/im,Mecobalamin
Nasomet ,Mesalazine 
Navis   ,Esomeprazole 
Neoglip   ,Sitagliptin 
Novelink          ,lincomycin 
Neulin  ,Choline Compound 
Noctis ,Omeprazole 
Neuro Bedoxine   tablet,"Vitamin B1, B6, B12 combinations"
Neo-Sedil ,Levocetirizine 
Neudopa ,Carbidopa 
Nicotrim ,Sulfamethoxazole 
Nasonex ,"Hydrocortisone and Fusidic Acid, topical "
Nergab ,Pregabalin 
Nims ,Nimesulide 
Naprosyn ,Naproxen 
Norsaline-P (Nasal Drops) ,Sodium Chloride 
Novodol ,Levonorgestrel 
Norsaline-P (Nasal Spray)  spray,Sodium Chloride
Neopres ,Amlodipine 
Nifedil ,Nifedipine 
Nymbex ,Paracetamol 
Nimotop ,Nimodipine 
Nivaquine-P ,Chloroquine 
Neurolith SR ,Lithium Carbonate 
Noctamid ,Lormetazepam
Niflam Mouthwash ,Benzydamine Hydrochloride
Neoral ,Cyclosporin 
Nospa Forte ,Drotaverine
Nootropil ,Piracetam
Nootropil ,Piracetam 
NITROFURANTOIN ,Nitrofurantoin
Nebra  ointment,Tobramycin
Nitromint Retard ,Glyceryl Trinitrate 
Negram ,Nalidixic acid 
Nodibet ,Gliclazide 
Neoglim ,Glimepiride 
Norlim ,Glimepiride 
Nyloride ,Glimepiride 
Neodipar ,Metformin 
Nelizig ,Rosiglitazone 
Nelizamet ,Rosiglitazone 
Nalbin ,Nalbuphine 
Nalbuphine ,Nalbuphine 
Nalburax ,Nalbuphine 
Nalgesic ,Nalbuphine 
Neusthetic ,Lignocaine 
Neotonophos ,Methyl testosterone 
Naze ,Clonazepam 
Neurol-EP ,Divalproex Sodium 
Neupentin ,Gabapentin 
Neurogab ,Gabapentin 
Nevton ,Gabapentin 
Notensil ,Gabapentin 
Nazole ,Isoconazole 
Nesgesic ,Orphenadrine 
Nuval ,Valsartan 
Nuval-D ,Valsartan 
Nixetil ,Candesartan Cilexetil 
Normet ,Methyldopa 
Nagra ,Azithromycin 
Neoperi ,Domperidone 
Nomit ,Domperidone 
Nv-Nil ,Domperidone 
Novozole ,Trimethoprim 
Nerisone ,Diflucortolone Valerate 
Nerisone-C ,Diflucortolone  
Nycin ,Clarithromycin 
Novozole Ds ,Trimethoprim 
Nausin ,Cyclizine 
Nexidal ,Mebhydrolin 
Nefhgen ,Nepafenac 
Nepawell ,Nepafenac 
Negramin ,Amikacin 
Niazid ,Isoniazid 
Napzol ,Esomeprazole 
Navix ,Esomeprazole 
Neso ,Esomeprazole 
Nex Eso ,Esomeprazole 
Nexom ,Esomeprazole 
Nyloz ,Esomeprazole 
Neupogen ,Filgrastim 
Neutromax ,Filgrastim 
Nidacon ,Fluconazole 
No-Fung ,Fluconazole 
Nt-Fungal ,Fluconazole 
Naplur ,Flurbiprofen 
Nefro ,Flurbiprofen 
Naveten ,Ketotifen 
Navezole ,Lansoprazole 
Nsolop ,Lansoprazole 
Namflox ,Levofloxacin 
Nano-Bid ,Levofloxacin 
Neoqulon ,Levofloxacin 
Niaquin ,Levofloxacin 
Noaflox ,Levofloxacin 
Nemazole ,Mebendazole 
NovoMix ,Insulin Aspart 
NovoRapid Flexpen,Insulin Aspart 
Novilapril-HT ,Enalapril Maleate 
Normipil ,Ramipril 
NovoSeven ,Eptacog alfa 
Norditropin nordilet ,Somatropin 
Novopen ,Insulin
Neo-Intestopan ,Attapulgite 
Namic ,Mefenamic Acid 
Neomef ,Mefenamic Acid 
Nivastan ,Mefenamic Acid 
Nendol ,Paracetamol 
Nodal ,Paracetamol 
Normidol ,Paracetamol 
N-clor ,Cefaclor 
N-clor DS,Cefaclor 
Nettle ,Cefaclor 
Neutroclor ,Cefaclor 
Niflor ,Cefaclor 
Nefadil ,Cefadroxil 
Neutrocef ,Cefadroxil 
Neonir ,Cefdinir 
N-Pime ,Cefepime 
Novapime ,Cefepime 
Nervin ,Alprazolam
Navexim ,Cefixime 
Nefixim ,Cefixime 
Nenxime ,Cefixime 
Nifim ,Cefixime 
Nena-Zone ,Cefoperazone 
Neuta ,Cefoperazone 
Nperazone ,Cefoperazone 
Novocef ,Cefoperazone 
N-Zee ,Cefotaxime 
Nawotax ,Cefotaxime 
Nestox ,Cefotaxime 
Nitaxim ,Cefotaxime 
Nefdoxim ,Cefpodoxime 
Neudoxine ,Cefpodoxime 
Neozole ,Cefprozil 
Neozole DS,Cefprozil 
N-Dime ,Ceftazidime 
Neudime ,Ceftazidime 
Neutim ,Ceftazidime 
N-Zone ,Ceftriaxone 
Naxone ,Ceftriaxone 
Ne-Zone ,Ceftriaxone 
Neetec ,Ceftriaxone 
Neostat ,Rosuvastatin calcium
Nenflex ,Cephalexin 
Nufex ,Cephalexin 
Nelzim ,Cephazolin 
Nozogard ,Cephazolin 
Noaflam ,Diclofenac potassium 
Nadium ,Diclofenac Sodium 
Neclof ,Diclofenac Sodium 
Noadic ,Diclofenac Sodium 
Neo Triad ,Flurbiprofen 
Neoprofen ,Ibuprofen 
Novofen ,Ibuprofen 
Nabromax ,Naproxen 
Naerex ,Naproxen 
Nalium ,Naproxen 
NAP ,Naproxen 
Napex ,Naproxen 
Napgesic ,Naproxen 
Naporine ,Naproxen 
Napreben ,Naproxen 
Naprical ,Naproxen 
Naprin ,Naproxen 
Naprium ,Naproxen 
Naprobid ,Naproxen 
Naprocil ,Naproxen 
Naprofast ,Naproxen 
Naproxit ,Naproxen 
Naprozen ,Naproxen 
Naptil ,Naproxen 
Napxen ,Naproxen 
Naro ,Naproxen 
Naxen ,Naproxen 
Neosaid ,Naproxen 
Nepexen ,Naproxen 
Nepexen DD,Naproxen 
Neporex ,Naproxen 
Nepox ,Naproxen 
Nepra ,Naproxen 
Nevotic ,Naproxen 
Nexronap ,Naproxen 
Nikzon ,Naproxen 
Noral ,Naproxen 
NoviGesic ,Naproxen 
Noxron ,Naproxen 
Nyco-P ,Naproxen 
Nicox ,Nimesulide 
Nimaran ,Nimesulide 
Nagid ,Piroxicam 
Naldene ,Piroxicam 
Nisa-B ,Piroxicam 
Novagesic ,Piroxicam 
Nefam ,Piroxicam-beta-cyclodextrin 
Noatrin ,Piroxicam-beta-cyclodextrin 
Neocom S ,Ezetimibe
Neoprad ,Levosulpiride
Nezocin ,Linezolid 
Norogen Tablets ,L-Methylfolate
Nebilol ,Nebivolol HCl 
Neugast ,Pregabalin 
Newmac ,Clarithromycin 
Natrilam MR ,Amlodipine
Nervin ,Alprazolam 
Neuxam ,Alprazolam 
Norpin ,Buprenorphine 
Nal Bee ,Nalbuphine 
Nal-Fee ,Nalbuphine 
Nalbinor ,Nalbuphine 
Nalbo-vee ,Nalbuphine 
Nalbuf ,Nalbuphine 
Nubagesic ,Nalbuphine 
Nitril ,Glyceryl Trinitrate 
Nitrocine ,Glyceryl Trinitrate 
Nitrolingual ,Glyceryl Trinitrate 
Nitromint ,Glyceryl Trinitrate 
Nitronal ,Glyceryl Trinitrate 
Nitrosust ,Glyceryl Trinitrate 
Novomic ,Mefenamic Acid 
Nabkast ,Montelukast 
Nexmonte ,Montelukast 
Novilokast ,Zafirlukast 
Nifine C.C ,Nifedipine 
Niquil ,Bromazepam 
Neoglip XR ,Metformin 
Nitrofurantoin ,Nitrofurantoin 
Novia  ,Ribavirin 
Nerisone Cream ,Diflucortolone Valerate
Naphcon Forte  drops,Naphazoline
Nivaquine P Syrup ,Chloroquine 
NORMAL SALINE ,Sodium Chloride
Nordette ,Levonorgestrel 
Norifam ,Norethisterone Oenanthate 
Norigest ,Norethisterone Oenanthate 
Nova ,Levonorgestrel 
Nova - Ject ,Norethisterone Oenanthate 
Neophage ,Metformin 
Novinormin ,Metformin 
Nopa ,Tramadol 
Neurodon ,Gabapentin 
Normoflor ,Clotrimazole 
Nilstat Vaginal ,Nystatin 
Nimstat ,Nystatin 
Nazeden ,Tizanidine 
Nimrelex ,Tizanidine 
Nyer ,Tizanidine 
Neo-Phenicol Oral ,Chloramphenicol 
Novophenicol ,Chloramphenicol 
Nendone ,Domperidone 
Neo-Phenicol HC ,Hydrocortisone 
Neusul-P ,Prednisolone 
Nawazole ,Diloxanide Furoate 
Norzy ,Clobetasol 
Nida-X ,Diloxanide Furoate 
No-Drose ,Ebastine 
Nosetine ,Ebastine 
NSAA ,Ebastine 
Neo-Mal ,Sulfadoxine 
Neosidar ,Sulfadoxine 
No-Malar ,Sulfadoxine 
Naclof ,Diclofenac Sodium 
Noltren ,Diclofenac Sodium 
Neotigason ,Acitretin 
Nenzole ,Albendazole 
Nawazin ,Cetirizine 
Neozine ,Cetirizine 
Neset ,Cetirizine 
Neutrizine ,Cetirizine 
Nimizine ,Cetirizine 
Nizen ,Cetirizine 
No-All ,Cetirizine 
Nostamin ,Cetirizine 
Nymin ,Isotretinoin Topical 
Na-Zole ,Fluconazole 
Notocan ,Fluconazole 
Nobeten ,Captopril 
Napril ,Enalapril Maleate 
Novilapril ,Enalapril Maleate 
Novopectin ,Kaolin 
Nodal Plus ,Paracetamol 
Neocefin ,Ceftriaxone 
Neomycin ,Neomycin 
Nacta ,Diclofenac potassium 
Neofenik ,Diclofenac potassium 
Newdik ,Diclofenac potassium 
Nexfen ,Diclofenac potassium 
Nimatic ,Diclofenac potassium 
Nipgesic ,Diclofenac potassium 
Nostif-K ,Diclofenac potassium 
Natwel ,Diclofenac Sodium 
Navidic ,Diclofenac Sodium 
Noak ,Diclofenac Sodium 
Nozin ,Diclofenac Sodium 
Nenfen ,Ibuprofen 
Neuprofen ,Ibuprofen 
Noxicam ,Meloxicam 
Napro Heim ,Naproxen 
Naprodin ,Naproxen 
Naprozone ,Naproxen 
Nelsid ,Nimesulide 
Nemix ,Nimesulide 
Nemsis ,Nimesulide 
Neolide ,Nimesulide 
Nimase ,Nimesulide 
Nimbex-,Nimesulide 
Nimcid ,Nimesulide 
Nimesota ,Nimesulide 
Nimex ,Nimesulide 
Nimobid ,Nimesulide 
Nimolive ,Nimesulide 
Nimside ,Nimesulide 
Nimsulid ,Nimesulide 
Nimvista ,Nimesulide 
Noach ,Nimesulide 
Nulide ,Nimesulide 
Nicep ,Piroxicam 
NoviCoxib ,Valdecoxib 
Neo-K ,Potassium chloride 
Niglys ,Glyceryl Trinitrate 
Nicodil ,Nicronadil 
Novopam ,Nefopam 
Nifelate ,Nifedipine 
Onset ,Ondansetron
Omega ,Omeprazole 
Osnate D Suspension ,Calcium supplement products
Omnitor ,Rosuvastatin calcium 
Onita ,Strontium
Oxycrom Nasal Spray  spray,Xylometazoline
Ossobon-d Kids  suspension,Calcium Supplement
Ossobon-d  tablet,Calcium Supplement
Ovi-F ,Clomiphene 
Olesta AM ,Amlodipine 
Olepra ,Olanzapine 
Orinase Met ,Glimepiride
Ocudine Eye Drops ,Olopatadine
Orlis ,Orlistat 
Orelox Suspension ,Cefpodoxime
Osnate-,Calcium Supplement
One-alpha Drops ,Alfacalcidol
Osnate-D  tablet,Calcium supplement products
Osam-D ,Ossein Mineral Complex 
Ospamox ,Amoxicillin 
Oxycrom-P Nasal Spray  spray,"Sodium Cromoglycate, Nasal"
ONSET ,Ondansetron
Ogrel ,Clopidogrel Bisulphate 
Optifam ,Famotidine
OPTIFAM ( Fmotidine ) ,Famotidine
OSNATE ,Calcium Supplement
OTOFLOX ( Ofloxacin ,Ofloxacin 
Oculerg  drops,Antazoline
OFLOBID ,Ofloxacin 
Oflobid ,Ofloxacin 
Oxiva  tablet,Acetylcysteine
Omezol ,Omeprazole 
Opinol ,Propranolol HCl 
Orinase ,Glimepiride 
Orinase-Met ,Glimepiride 
Oligyn ,Clotrimazole 
Olesta AM ,Olmesartan Medoxomil 
Olesta-AM ,Amlodipine 
Omsana AM ,Olmesartan Medoxomil 
Omsana Diu ,Olmesartan Medoxomil 
Orion Diu ,Olmesartan Medoxomil 
Olesta ,Olmesartan Medoxomil 
Omsana ,Olmesartan Medoxomil 
Orion ,Olmesartan Medoxomil 
Ovafin ,Clomiphene
Ophth-Tobra-D ,Dexamethasone 
Ocuflur ,cinnarizine 
Ophth-Fluogen ,cinnarizine 
Oflopred ,Prednisolone 
Ocumox D ,Dexamethasone 
Obradex ,Dexamethasone 
Ophth-Dilate ,Tropicamide 
Optra ,Ipratropium Bromide 
Oratane ,Isotretinoin Topical 
Omeplus ,Esomeprazole 
Oxilant ,Esomeprazole 
Onamed ,Fluconazole 
Onlezol ,Fluconazole 
Olgon ,Flurbiprofen 
Onvate ,Fluticasone Propionate 
Oflexer ,Ofloxacin 
Ophth-Oflox ,Ofloxacin 
Orlifit ,Orlistat 
Orslim ,Orlistat 
Osker ,Orlistat 
Osstium ,Strontium
OPT-D ,Vitamin D3
OPT-D Soft Gel Capsule ,Cholecalciferol
Oroxizaf ,Cefadroxil 
Ozix ,Cefadroxil 
Omixim ,Cefixime 
Omixim DS,Cefixime 
Orpase ,Cefixime 
Orelox ,Cefpodoxime 
Oribro ,Cefpodoxime 
Oribro DS,Cefpodoxime 
Oxidil ,Ceftriaxone 
Oloft ,Sertraline 
Osteotec ,Diclofenac Sodium and Misoprostol 
Orthofenac ,Diclofenac Sodium 
Ogrel Plus-,Aspirin
Oram ,Piroxicam 
Otek ,Piroxicam-beta-cyclodextrin 
OMC D ,Calcium Supplement 
One-Alpha ,Alfacalcidol
Omepral ,Omeprazole 
Oridone ,Risperidone 
OPT-D ,Cholecalciferol
Oslia ,Cholecalciferol 
Olcuf (Sugar free)  syrup,Ivy Leaf Extract
Osicom-D  tablet,Calcium Supplement
Orva ,Atorvastatin calcium trihydrate 
Osmin D,Calcium supplement products 
Ofylin ,Doxofylline 
Optoflox Plus ,Ofloxacin
Oratraxin Gel  gel,Isotretinoin Topical
